,Car_name,Making Year,Fuel_Type,Kms,Engine,No. of owners,Transmission,Price
2904,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,Diesel,"64,325 kms",1582 CC,Second Owner,Manual,6.9 Lakh*
2905,Hyundai Creta 1.6 CRDi AT SX Plus,2015,Diesel,"64,325 kms",999 CC,First Owner,Automatic,9.5 Lakh*
2906,Ford EcoSport 1.0 Ecoboost Trend Plus BSIV,2018,Petrol,"64,325 kms",2143 CC,First Owner,Manual,8.25 Lakh*
2907,Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,Diesel,"64,325 kms",936 CC,First Owner,Automatic,11.5 Lakh*
2908,Chevrolet Beat Diesel LT,2014,Diesel,"64,325 kms",2982 CC,First Owner,Manual,2.25 Lakh*
2909,Toyota Fortuner 4x2 Manual,2013,Diesel,"64,325 kms",1248 CC,Second Owner,Manual,12.99 Lakh*
2910,Maruti Swift Dzire VDi,2017,Diesel,"64,325 kms",1197 CC,First Owner,Manual,5.95 Lakh*
2911,Hyundai Grand i10 Nios Sportz,2020,Petrol,"64,325 kms",1998 CC,First Owner,Manual,6 Lakh*
2912,BMW 6 Series GT 630i Luxury Line 2018-2021,2019,Petrol,"64,325 kms",1197 CC,First Owner,Automatic,56 Lakh*
2913,Hyundai i10 Magna 1.2,2010,Petrol,"64,325 kms",1991 CC,Second Owner,Manual,1.75 Lakh*
2914,Mercedes-Benz C-Class C300 Cabriolet,2017,Petrol,"64,325 kms",2993 CC,First Owner,Automatic,48 Lakh*
2915,BMW 5 Series 530d M Sport,2019,Diesel,"64,325 kms",1248 CC,First Owner,Automatic,55 Lakh*
2916,Maruti Vitara Brezza VDi,2017,Diesel,"64,325 kms",1461 CC,First Owner,Manual,6.8 Lakh*
2917,Renault Duster 85PS Diesel RxL,2013,Diesel,"64,325 kms",998 CC,First Owner,Manual,3.85 Lakh*
2918,Maruti Wagon R CNG LXI,2014,CNG,"64,325 kms",1248 CC,Second Owner,Manual,3.25 Lakh*
2919,Maruti Vitara Brezza VDi Option,2017,Diesel,"64,325 kms",1197 CC,First Owner,Manual,6.75 Lakh*
2920,Maruti Baleno Zeta CVT,2017,Petrol,"64,325 kms",2198 CC,First Owner,Automatic,6.75 Lakh*
2921,Ford Endeavour 2.2 Titanium AT 4X2 Sunroof,2020,Diesel,"64,325 kms",1798 CC,First Owner,Automatic,31.5 Lakh*
2922,Toyota Corolla Altis VL AT,2015,Petrol,"64,325 kms",3198 CC,First Owner,Automatic,8.9 Lakh*
2923,Ford Endeavour 3.2 Titanium AT 4X4,2017,Diesel,"64,325 kms",2773 CC,First Owner,Automatic,29.75 Lakh*
2924,Audi A6 2.8 FSI,2009,Petrol,"64,325 kms",1197 CC,Third Owner,Automatic,5.95 Lakh*
2925,Maruti Swift LXI,2012,Petrol,"64,325 kms",1248 CC,Second Owner,Manual,3 Lakh*
2926,Maruti Vitara Brezza VDi Option,2017,Diesel,"64,325 kms",1799 CC,First Owner,Manual,7 Lakh*
2927,Honda Civic 1.8 S MT,2009,Petrol,"64,325 kms",1493 CC,First Owner,Manual,2.08 Lakh*
2928,Mahindra TUV 300 T6 Plus AMT,2016,Diesel,"64,325 kms",1461 CC,First Owner,Automatic,6.5 Lakh*
2929,Renault Duster 85PS Diesel RxL Option,2013,Diesel,"64,325 kms",1493 CC,First Owner,Manual,3.6 Lakh*
2930,Mahindra TUV 300 T8,2016,Diesel,"64,325 kms",998 CC,First Owner,Manual,6.25 Lakh*
2931,Maruti Wagon R VXI,2014,Petrol,"64,325 kms",1198 CC,First Owner,Manual,2.95 Lakh*
2932,Nissan Micra XL,2011,Petrol,"64,325 kms",1493 CC,First Owner,Manual,2.55 Lakh*
2933,Mahindra TUV 300 T6 Plus,2016,Diesel,"64,325 kms",3198 CC,First Owner,Manual,5.55 Lakh*
2934,Ford Endeavour 3.2 Titanium AT 4X4,2017,Diesel,"64,325 kms",4663 CC,First Owner,Automatic,26 Lakh*
2935,Mercedes-Benz S-Class 2012-2021 Maybach S500,2016,Petrol,"64,325 kms",2199 CC,First Owner,Automatic,95 Lakh*
2936,Hyundai Santa Fe 2WD AT,2015,Diesel,"64,325 kms",999 CC,First Owner,Automatic,10.5 Lakh*
2937,Renault KWID 1.0 RXT AMT BSIV,2019,Petrol,"64,325 kms",2498 CC,First Owner,Automatic,4.25 Lakh*
2938,Mahindra Thar CRDe,2017,Diesel,"64,325 kms",1196 CC,First Owner,Manual,8.2 Lakh*
2939,Maruti Eeco CNG 5 Seater AC BSIV,2017,CNG,"64,325 kms",998 CC,First Owner,Manual,3.45 Lakh*
2940,Maruti S-Presso VXI,2019,Petrol,"64,325 kms",1991 CC,First Owner,Manual,3.9 Lakh*
2941,Mercedes-Benz C-Class C 200 AVANTGARDE,2017,Petrol,"64,325 kms",2755 CC,First Owner,Automatic,33 Lakh*
2942,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,2018,Diesel,"64,325 kms",1591 CC,First Owner,Automatic,15.25 Lakh*
2943,Hyundai Verna 1.6 SX VTVT AT,2011,Petrol,"64,325 kms",1198 CC,First Owner,Automatic,3.95 Lakh*
2944,Volkswagen Polo 1.2 MPI Comfortline,2017,Petrol,"64,325 kms",2982 CC,First Owner,Manual,5.11 Lakh*
2945,Toyota Fortuner 4x2 AT,2015,Diesel,"64,325 kms",2523 CC,Second Owner,Automatic,15.25 Lakh*
2946,Mahindra Thar DI 4X4,2018,Diesel,"64,325 kms",1497 CC,First Owner,Manual,8.5 Lakh*
2947,Honda City i VTEC CVT VX,2014,Petrol,"64,325 kms",998 CC,First Owner,Automatic,6.75 Lakh*
2948,Maruti S-Presso VXI Opt AT,2020,Petrol,"64,325 kms",2179 CC,First Owner,Automatic,4.9 Lakh*
2949,Land Rover Discovery Sport 2015-2020 TD4 SE 7S,2018,Diesel,"64,325 kms",999 CC,First Owner,Automatic,38 Lakh*
2950,Renault KWID 1.0 RXL,2017,Petrol,"64,325 kms",1497 CC,Second Owner,Manual,3.25 Lakh*
2951,Honda City 2017-2020 GXi,2008,Petrol,"64,325 kms",1197 CC,First Owner,Manual,1.85 Lakh*
2952,Maruti Baleno Alpha,2016,Petrol,"64,325 kms",1991 CC,First Owner,Manual,5.45 Lakh*
2953,Mercedes-Benz GLA Class Urban Edition 200,2019,Petrol,"64,325 kms",2694 CC,First Owner,Automatic,32 Lakh*
2954,Toyota Fortuner 2016-2021 2.7 2WD AT,2017,Petrol,"64,325 kms",1995 CC,Second Owner,Automatic,25 Lakh*
2955,BMW X4 M Sport X xDrive20d,2019,Diesel,"64,325 kms",1798 CC,First Owner,Automatic,53 Lakh*
2956,Toyota Corolla Altis VL AT,2015,Petrol,"64,325 kms",1198 CC,First Owner,Automatic,9.45 Lakh*
2957,Nissan Micra Active XL Petrol,2015,Petrol,"64,325 kms",2987 CC,Third Owner,Manual,3.25 Lakh*
2958,Mercedes-Benz S-Class 2012-2021 S 350 CDI,2012,Diesel,"64,325 kms",814 CC,First Owner,Automatic,23.9 Lakh*
2959,Hyundai EON Era Plus,2014,Petrol,"64,325 kms",1248 CC,First Owner,Manual,2.35 Lakh*
2960,Maruti Ciaz VDi Plus SHVS,2016,Diesel,"64,325 kms",2354 CC,First Owner,Manual,6 Lakh*
2961,Honda CR V 2.4L 4WD AT AVN,2015,Petrol,"64,325 kms",1086 CC,First Owner,Automatic,12 Lakh*
2962,Hyundai i10 Magna 1.1L,2013,Petrol,"64,325 kms",998 CC,First Owner,Manual,2.6 Lakh*
2963,Maruti Wagon R VXI with ABS,2012,Petrol,"64,325 kms",1248 CC,First Owner,Manual,2.45 Lakh*
2964,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,Diesel,"64,325 kms",1499 CC,First Owner,Manual,7.45 Lakh*
2965,Ford Fiesta Petrol Style,2013,Petrol,"64,325 kms",1197 CC,Second Owner,Manual,2.45 Lakh*
2966,Hyundai Grand i10 Nios AMT Sportz,2020,Petrol,"64,325 kms",1497 CC,First Owner,Automatic,7.6 Lakh*
2967,Honda City i VTEC CVT VX,2016,Petrol,"64,325 kms",1198 CC,First Owner,Automatic,7.75 Lakh*
2968,Mahindra KUV 100 mFALCON G80 K6,2016,Petrol,"64,325 kms",1591 CC,Second Owner,Manual,3.59 Lakh*
2969,Hyundai Creta 1.6 SX Option,2015,Petrol,"64,325 kms",1968 CC,First Owner,Manual,8 Lakh*
2970,Skoda Superb Elegance 2.0 TDI CR AT,2014,Diesel,"64,325 kms",1199 CC,Second Owner,Automatic,11 Lakh*
2971,Chevrolet Sail 1.2 Base,2013,Petrol,"64,325 kms",1248 CC,First Owner,Manual,2.1 Lakh*
2972,Maruti Vitara Brezza VDi Option,2020,Diesel,"64,325 kms",1595 CC,First Owner,Manual,8.75 Lakh*
2973,Mercedes-Benz B Class B180 Sports,2013,Petrol,"64,325 kms",1086 CC,Third Owner,Automatic,11.75 Lakh*
2974,Hyundai Santro Xing GL,2012,Petrol,"64,325 kms",2143 CC,Second Owner,Manual,2.4 Lakh*
2975,Mercedes-Benz GL-Class Progressive 220d,2017,Diesel,"64,325 kms",1984 CC,First Owner,Automatic,36.5 Lakh*
2976,Volvo V40 D3 R-Design,2016,Diesel,"64,325 kms",2179 CC,First Owner,Automatic,17.5 Lakh*
2977,Mahindra Scorpio S7 140 BSIV,2018,Diesel,"64,325 kms",814 CC,First Owner,Manual,11.95 Lakh*
2978,Hyundai EON Era Plus,2013,Petrol,"64,325 kms",1995 CC,Second Owner,Manual,2.5 Lakh*
2979,BMW 3 Series 320d Sport Line,2012,Diesel,"64,325 kms",2987 CC,Second Owner,Automatic,11.5 Lakh*
2980,Mercedes-Benz GLE Class 350d,2015,Diesel,"64,325 kms",1198 CC,First Owner,Automatic,39.9 Lakh*
2981,Honda Brio S Option MT,2012,Petrol,"64,325 kms",2982 CC,First Owner,Manual,2.49 Lakh*
2982,Toyota Fortuner 4x2 AT,2015,Diesel,"64,325 kms",1120 CC,Second Owner,Automatic,16.5 Lakh*
2983,Hyundai Grand i10 CRDi Sportz,2015,Diesel,"64,325 kms",2494 CC,First Owner,Manual,3.2 Lakh*
2984,Toyota Innova 2.5 VX 7 STR BSIV,2012,Diesel,"64,325 kms",1197 CC,Second Owner,Manual,6.25 Lakh*
2985,Maruti Swift Dzire LXI Optional-O,2017,Petrol,"64,325 kms",1999 CC,First Owner,Manual,5.1 Lakh*
2986,Hyundai Elantra 2.0 SX Option AT,2018,Petrol,"64,325 kms",1968 CC,First Owner,Automatic,15 Lakh*
2987,Audi A6 2.0 TDI Premium Plus,2013,Diesel,"64,325 kms",1197 CC,First Owner,Automatic,13.5 Lakh*
2988,Toyota Etios Liva 1.2 VX,2017,Petrol,"64,325 kms",1248 CC,First Owner,Manual,4.75 Lakh*
2989,Maruti Ritz VDi,2013,Diesel,"64,325 kms",2143 CC,First Owner,Manual,2.65 Lakh*
2990,Mercedes-Benz E-Class E250 CDI Avantgarde,2014,Diesel,"64,325 kms",1186 CC,Second Owner,Automatic,17.95 Lakh*
2991,Hyundai Aura SX option Diesel,2020,Diesel,"64,325 kms",1197 CC,First Owner,Manual,7 Lakh*
2992,Maruti Baleno Zeta Automatic,2018,Petrol,"64,325 kms",1998 CC,First Owner,Automatic,6 Lakh*
2993,Chevrolet Cruze LTZ AT,2013,Diesel,"64,325 kms",1197 CC,First Owner,Automatic,4.8 Lakh*
2994,Maruti Baleno Zeta 1.2,2020,Petrol,"64,325 kms",1591 CC,First Owner,Manual,6.75 Lakh*
2995,Hyundai Creta 1.6 SX Option,2019,Petrol,"64,325 kms",2179 CC,First Owner,Manual,10.75 Lakh*
2996,Mahindra XUV500 W8 2WD,2013,Diesel,"64,325 kms",1582 CC,First Owner,Manual,7 Lakh*
2997,Hyundai Creta 1.6 CRDi AT SX Plus,2016,Diesel,"64,325 kms",1498 CC,First Owner,Automatic,9.99 Lakh*
2998,Ford EcoSport 1.5 Diesel Trend,2019,Diesel,"64,325 kms",2362 CC,First Owner,Manual,8.75 Lakh*
2999,Toyota Camry W1 (MT),2011,Petrol,"64,325 kms",1498 CC,Second Owner,Manual,5.5 Lakh*
3000,Ford EcoSport 1.5 Diesel Titanium,2017,Diesel,"64,325 kms",1995 CC,First Owner,Manual,6.45 Lakh*
3001,BMW 3 Series 320d M Sport,2015,Diesel,"64,325 kms",1197 CC,Second Owner,Automatic,22 Lakh*
3002,Maruti Swift VXI,2014,Petrol,"64,325 kms",1798 CC,First Owner,Manual,3.75 Lakh*
3003,Toyota Corolla Altis VL AT,2016,Petrol,"64,325 kms",1197 CC,First Owner,Automatic,11.9 Lakh*
3004,Hyundai i20 Asta Opt,2021,Petrol,"64,325 kms",1498 CC,First Owner,Manual,8.9 Lakh*
3005,Honda Amaze SX i-DTEC,2014,Diesel,"64,325 kms",1197 CC,Second Owner,Manual,3.75 Lakh*
3006,Hyundai i20 Magna Plus,2018,Petrol,"64,325 kms",1969 CC,First Owner,Manual,6.45 Lakh*
3007,Volvo XC 90 D5 Momentum,2019,Diesel,"64,325 kms",2143 CC,First Owner,Automatic,65 Lakh*
3008,Mercedes-Benz B Class B180 CDI,2015,Diesel,"64,325 kms",1197 CC,First Owner,Automatic,11.99 Lakh*
3009,Hyundai Grand i10 Sportz,2017,Petrol,"64,325 kms",796 CC,First Owner,Manual,4.75 Lakh*
3010,Maruti Alto LXi,2010,Petrol,"64,325 kms",2993 CC,First Owner,Manual,1.44 Lakh*
3011,BMW X6 xDrive30d,2013,Diesel,"64,325 kms",1998 CC,First Owner,Automatic,21 Lakh*
3012,BMW 5 Series 530i Sport Line,2017,Petrol,"64,325 kms",1197 CC,First Owner,Automatic,42 Lakh*
3013,Hyundai i20 2015-2017 Sportz 1.2,2017,Petrol,"64,325 kms",1498 CC,First Owner,Manual,5.85 Lakh*
3014,Honda Mobilio V Option i DTEC,2014,Diesel,"64,325 kms",1950 CC,Second Owner,Manual,4.4 Lakh*
3015,Mercedes-Benz GLC 220d 4MATIC,2021,Diesel,"64,325 kms",1248 CC,Test Drive Car,Automatic,55 Lakh*
3016,Tata Zest Quadrajet 1.3 XT,2014,Diesel,"64,325 kms",1248 CC,First Owner,Manual,4.5 Lakh*
3017,Maruti Swift LDI Optional,2015,Diesel,"64,325 kms",1496 CC,Second Owner,Manual,3.5 Lakh*
3018,Toyota Etios G,2013,Petrol,"64,325 kms",1197 CC,First Owner,Manual,3.5 Lakh*
3019,Hyundai i10 Magna,2015,Petrol,"64,325 kms",1197 CC,First Owner,Manual,3.25 Lakh*
3020,Maruti Baleno Alpha 1.2,2018,Petrol,"64,325 kms",2982 CC,First Owner,Manual,6.8 Lakh*
3021,Toyota Fortuner 4x2 AT TRD Sportivo,2012,Diesel,"64,325 kms",1798 CC,First Owner,Automatic,11.75 Lakh*
3022,Toyota Corolla Altis G,2010,Petrol,"64,325 kms",1198 CC,First Owner,Manual,3.5 Lakh*
3023,Tata Nexon 1.2 Revotron XZ Plus,2019,Petrol,"64,325 kms",1968 CC,First Owner,Manual,8.25 Lakh*
3024,Audi A6 2.0 TDI Premium Plus,2013,Diesel,"64,325 kms",1396 CC,Third Owner,Automatic,10.75 Lakh*
3025,Hyundai i20 Era 1.4 CRDi,2015,Diesel,"64,325 kms",1199 CC,First Owner,Manual,4.35 Lakh*
3026,Tata Tigor 1.2 Revotron XZ Option,2018,Petrol,"64,325 kms",2967 CC,First Owner,Manual,5.7 Lakh*
3027,Audi Q7 2006-2020 45 TDI Quattro Technology,2019,Diesel,"64,325 kms",1591 CC,First Owner,Automatic,73.5 Lakh*
3028,Hyundai Creta 1.6 VTVT AT SX Plus,2018,Petrol,"64,325 kms",1197 CC,First Owner,Automatic,12.95 Lakh*
3029,Hyundai Grand i10 Asta,2014,Petrol,"64,325 kms",814 CC,First Owner,Manual,3.75 Lakh*
3030,Hyundai EON Era Plus,2017,Petrol,"64,325 kms",1497 CC,First Owner,Manual,2.9 Lakh*
3031,Honda City i VTEC CVT VX,2014,Petrol,"64,325 kms",1364 CC,First Owner,Automatic,6.75 Lakh*
3032,Toyota Corolla Altis D-4D GL,2015,Diesel,"64,325 kms",2143 CC,First Owner,Manual,11.48 Lakh*
3033,Mercedes-Benz CLA Urban Sport 200d,2018,Diesel,"64,325 kms",1396 CC,First Owner,Automatic,28.5 Lakh*
3034,Hyundai Creta 1.4 E Plus,2019,Diesel,"64,325 kms",2967 CC,First Owner,Manual,9.9 Lakh*
3035,Porsche Cayenne Diesel,2015,Diesel,"64,325 kms",1582 CC,First Owner,Automatic,49.5 Lakh*
3036,Hyundai Creta 1.6 SX Option Diesel,2019,Diesel,"64,325 kms",2179 CC,First Owner,Manual,14.95 Lakh*
3037,Tata Safari Storme EX,2015,Diesel,"64,325 kms",2497 CC,First Owner,Manual,6.75 Lakh*
3038,BMW 5 Series 525i Sedan,2010,Petrol,"64,325 kms",2987 CC,First Owner,Automatic,13.99 Lakh*
3039,Mercedes-Benz M-Class ML 350 4Matic,2013,Diesel,"64,325 kms",1451 CC,First Owner,Automatic,19.5 Lakh*
3040,MG Hector Plus Sharp AT,2020,Petrol,"64,325 kms",1395 CC,First Owner,Automatic,19.31 Lakh*
3041,Audi Q3 30 TFSI Premium FWD,2017,Petrol,"64,325 kms",1198 CC,First Owner,Automatic,26.75 Lakh*
3042,Honda Brio VX,2014,Petrol,"64,325 kms",1197 CC,First Owner,Manual,3.6 Lakh*
3043,Maruti Swift LXI Optional-O,2017,Petrol,"64,325 kms",1199 CC,First Owner,Manual,4.5 Lakh*
3044,Tata Tiago 1.2 Revotron XM Option,2016,Petrol,"64,325 kms",2143 CC,First Owner,Manual,3 Lakh*
3045,Mercedes-Benz GLE Class 250d,2016,Diesel,"64,325 kms",2179 CC,First Owner,Automatic,38.5 Lakh*
3046,Land Rover Discovery Sport 2015-2020 TD4 HSE,2016,Diesel,"64,325 kms",1498 CC,First Owner,Automatic,28 Lakh*
3047,Honda City i DTEC E,2015,Diesel,"64,325 kms",1197 CC,First Owner,Manual,4.68 Lakh*
3048,Hyundai Grand i10 Sportz Celebration Edition,2014,Petrol,"64,325 kms",1197 CC,First Owner,Manual,3.55 Lakh*
3049,Hyundai Grand i10 Asta,2016,Petrol,"64,325 kms",1198 CC,First Owner,Manual,4.85 Lakh*
3050,Mahindra KUV 100 mFALCON D75 K8 AW,2016,Diesel,"64,325 kms",1197 CC,First Owner,Manual,4.25 Lakh*
3051,Hyundai i20 Active S Petrol,2016,Petrol,"64,325 kms",2987 CC,First Owner,Manual,4.95 Lakh*
3052,Mercedes-Benz M-Class ML 350 4Matic,2014,Diesel,"64,325 kms",1968 CC,First Owner,Automatic,22 Lakh*
3053,Audi Q5 2.0 TDI Technology,2013,Diesel,"64,325 kms",2148 CC,Second Owner,Automatic,14.9 Lakh*
3054,Mercedes-Benz C-Class C 220 CDI CLASSIC,2012,Diesel,"64,325 kms",1969 CC,First Owner,Manual,8.74 Lakh*
3055,Volvo S60 2015-2020 D4 Momentum,2018,Diesel,"64,325 kms",1995 CC,First Owner,Automatic,24 Lakh*
3056,BMW 3 Series GT Luxury Line,2017,Diesel,"64,325 kms",1461 CC,First Owner,Automatic,30 Lakh*
3057,Renault Duster 110PS Diesel RxZ Pack,2012,Diesel,"64,325 kms",1799 CC,First Owner,Manual,3.75 Lakh*
3058,Honda Civic 1.8 V MT,2010,Petrol,"64,325 kms",2498 CC,First Owner,Manual,3.05 Lakh*
3059,Mahindra Thar CRDe,2017,Diesel,"64,325 kms",4951 CC,First Owner,Manual,8.25 Lakh*
3060,Ford Mustang V8,2017,Petrol,"64,325 kms",1497 CC,First Owner,Automatic,74 Lakh*
3061,Hyundai Verna SX,2021,Petrol,"64,325 kms",1248 CC,First Owner,Manual,11.75 Lakh*
3062,Maruti Ciaz VDi Plus SHVS,2016,Diesel,"64,325 kms",1498 CC,First Owner,Manual,6.5 Lakh*
3063,Nissan Sunny XV,2012,Petrol,"64,325 kms",1197 CC,First Owner,Manual,2.75 Lakh*
3064,Maruti Baleno Delta 1.2,2017,Petrol,"64,325 kms",2494 CC,First Owner,Manual,5.65 Lakh*
3065,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,Diesel,"64,325 kms",1198 CC,First Owner,Manual,9.5 Lakh*
3066,Volkswagen Polo 1.2 MPI Comfortline,2016,Petrol,"64,325 kms",2967 CC,First Owner,Manual,4.45 Lakh*
3067,Audi A8 L 3.0 TDI quattro,2013,Diesel,"64,325 kms",1950 CC,Second Owner,Automatic,18.9 Lakh*
3068,Mercedes-Benz C-Class Progressive C 220d,2019,Diesel,"64,325 kms",1497 CC,First Owner,Automatic,37.9 Lakh*
3069,Honda City i VTEC VX,2016,Petrol,"64,325 kms",2494 CC,First Owner,Manual,7.5 Lakh*
3070,Toyota Camry 2.5 Hybrid,2016,Petrol,"64,325 kms",1199 CC,First Owner,Automatic,17 Lakh*
3071,Honda WR-V VX,2020,Petrol,"64,325 kms",1995 CC,First Owner,Manual,9.51 Lakh*
3072,BMW X1 sDrive 20d xLine,2019,Diesel,"64,325 kms",1197 CC,First Owner,Automatic,31.9 Lakh*
3073,Hyundai Xcent 1.2 Kappa S,2015,Petrol,"64,325 kms",1248 CC,First Owner,Manual,3.95 Lakh*
3074,Maruti Swift Dzire LDI,2013,Diesel,"64,325 kms",1496 CC,First Owner,Manual,2.95 Lakh*
3075,Ford EcoSport 1.5 Petrol Titanium AT,2015,Petrol,"64,325 kms",1461 CC,First Owner,Automatic,6.45 Lakh*
3076,Nissan Terrano XV 110 PS,2014,Diesel,"64,325 kms",1197 CC,Second Owner,Manual,4.75 Lakh*
3077,Maruti Dzire VXI,2009,Petrol,"64,325 kms",998 CC,First Owner,Manual,2.15 Lakh*
3078,Maruti Alto K10 VXI Airbag,2016,Petrol,"64,325 kms",1197 CC,First Owner,Manual,3.25 Lakh*
3079,Hyundai i10 Sportz Option,2011,Petrol,"64,325 kms",998 CC,First Owner,Manual,2.75 Lakh*
3080,Maruti Wagon R AMT VXI,2015,Petrol,"64,325 kms",1248 CC,First Owner,Automatic,3.35 Lakh*
3081,Chevrolet Enjoy 1.3 TCDi LTZ 7,2016,Diesel,"64,325 kms",1199 CC,Third Owner,Manual,3.5 Lakh*
3082,Chevrolet Beat LT,2015,Petrol,"64,325 kms",1493 CC,First Owner,Manual,2.35 Lakh*
3083,Kia Seltos HTX Plus D,2020,Diesel,"64,325 kms",1462 CC,First Owner,Manual,13.9 Lakh*
3084,Maruti Ertiga ZXI AT Petrol,2019,Petrol,"64,325 kms",1995 CC,First Owner,Automatic,10.25 Lakh*
3085,BMW 5 Series 520d Luxury Line,2017,Diesel,"64,325 kms",2179 CC,First Owner,Automatic,30 Lakh*
3086,Mahindra XUV500 AT W10 FWD,2018,Diesel,"64,325 kms",1199 CC,First Owner,Automatic,14.5 Lakh*
3087,Tata Tigor 1.2 Revotron XZ Option,2018,Petrol,"64,325 kms",2494 CC,First Owner,Manual,5.5 Lakh*
3088,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2013,Diesel,"64,325 kms",1197 CC,First Owner,Manual,5.51 Lakh*
3089,Maruti Baleno Zeta,2016,Petrol,"64,325 kms",1995 CC,First Owner,Manual,5.4 Lakh*
3090,BMW 5 Series 520d Luxury Line,2018,Diesel,"64,325 kms",2498 CC,First Owner,Automatic,39.9 Lakh*
3091,Mahindra Thar CRDe,2018,Diesel,"64,325 kms",2967 CC,First Owner,Manual,7.6 Lakh*
3092,Audi A8 L 3.0 TDI quattro,2013,Diesel,"64,325 kms",1950 CC,Second Owner,Automatic,18.9 Lakh*
3093,Mercedes-Benz C-Class Progressive C 220d,2019,Diesel,"64,325 kms",2982 CC,First Owner,Automatic,37.9 Lakh*
3094,Toyota Fortuner 4x2 Manual,2013,Diesel,"64,325 kms",2494 CC,First Owner,Manual,13.5 Lakh*
3095,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,Diesel,"64,325 kms",1198 CC,First Owner,Manual,9.5 Lakh*
3096,Volkswagen Polo 1.2 MPI Comfortline,2016,Petrol,"64,325 kms",1199 CC,First Owner,Manual,4.45 Lakh*
3097,Honda WR-V VX,2020,Petrol,"64,325 kms",1995 CC,First Owner,Manual,9.51 Lakh*
3098,BMW X1 sDrive 20d xLine,2019,Diesel,"64,325 kms",2498 CC,First Owner,Automatic,31.9 Lakh*
3099,Mahindra Thar 4X4,2012,Diesel,"64,325 kms",1997 CC,Second Owner,Manual,4.75 Lakh*
3100,Mahindra Scorpio 1.99 S10,2017,Diesel,"64,325 kms",1197 CC,First Owner,Manual,11.95 Lakh*
3101,Hyundai Xcent 1.2 Kappa S,2015,Petrol,"64,325 kms",2494 CC,First Owner,Manual,3.95 Lakh*
3102,Toyota Camry 2.5 Hybrid,2016,Petrol,"64,325 kms",1197 CC,First Owner,Automatic,17 Lakh*
3103,Maruti Baleno Delta 1.2,2017,Petrol,"64,325 kms",1995 CC,First Owner,Manual,5.65 Lakh*
3104,BMW X1 sDrive 20d xLine,2019,Diesel,"64,325 kms",1197 CC,First Owner,Automatic,31.9 Lakh*
3105,Hyundai Xcent 1.2 Kappa S,2015,Petrol,"64,325 kms",1248 CC,First Owner,Manual,3.95 Lakh*
3106,Maruti Swift Dzire LDI,2013,Diesel,"64,325 kms",1496 CC,First Owner,Manual,2.95 Lakh*
3107,Ford EcoSport 1.5 Petrol Titanium AT,2015,Petrol,"64,325 kms",1197 CC,First Owner,Automatic,6.45 Lakh*
3108,Maruti Swift Dzire VXI,2016,Petrol,"64,325 kms",1461 CC,First Owner,Manual,5.25 Lakh*
3109,Nissan Terrano XV 110 PS,2014,Diesel,"64,325 kms",1197 CC,Second Owner,Manual,4.75 Lakh*
3110,Maruti Dzire VXI,2009,Petrol,"64,325 kms",1498 CC,First Owner,Manual,2.15 Lakh*
3111,Nissan Sunny XL AT Special Edition,2014,Petrol,"64,325 kms",998 CC,First Owner,Automatic,3.9 Lakh*
3112,Maruti Alto K10 VXI Airbag,2016,Petrol,"64,325 kms",1197 CC,First Owner,Manual,3.25 Lakh*
3113,Hyundai i10 Sportz Option,2011,Petrol,"64,325 kms",998 CC,First Owner,Manual,2.75 Lakh*
3114,Maruti Wagon R AMT VXI,2015,Petrol,"64,325 kms",1248 CC,First Owner,Automatic,3.35 Lakh*
3115,Chevrolet Enjoy 1.3 TCDi LTZ 7,2016,Diesel,"64,325 kms",1496 CC,Third Owner,Manual,3.5 Lakh*
3116,Mini Cooper 5 DOOR Cooper D BSIV,2014,Diesel,"64,325 kms",1199 CC,Second Owner,Automatic,14.5 Lakh*
3117,Chevrolet Beat LT,2015,Petrol,"64,325 kms",1493 CC,First Owner,Manual,2.35 Lakh*
3118,Kia Seltos HTX Plus D,2020,Diesel,"64,325 kms",1248 CC,First Owner,Manual,13.9 Lakh*
3119,Maruti Vitara Brezza ZDi Plus AMT,2018,Diesel,"64,325 kms",1248 CC,First Owner,Automatic,9.25 Lakh*
3120,Maruti Ertiga VDI,2015,Diesel,"64,325 kms",1197 CC,First Owner,Manual,5.5 Lakh*
3121,Maruti Swift Dzire AMT VXI,2019,Petrol,"64,325 kms",1061 CC,First Owner,Automatic,6.75 Lakh*
3122,Maruti Wagon R LXI Minor,2009,Petrol,"64,325 kms",2993 CC,First Owner,Manual,1.4 Lakh*
3123,BMW 5 Series 530d Highline,2012,Diesel,"64,325 kms",1991 CC,Second Owner,Automatic,14.75 Lakh*
3124,Mercedes-Benz C-Class C 200 CGI,2011,Petrol,"64,325 kms",1196 CC,First Owner,Automatic,6.25 Lakh*
3125,Maruti Eeco 5 STR With AC Plus HTR CNG,2016,CNG,"64,325 kms",2987 CC,Second Owner,Manual,2.85 Lakh*
3126,Mercedes-Benz E-Class E350 CDI,2015,Diesel,"64,325 kms",2198 CC,Second Owner,Automatic,23.5 Lakh*
